condition,task,day,group,freq_hz,power_uV2_per_Hz
medication,Video,5,frontopolar,5.0,0.404945693784312
medication,Video,5,frontopolar,5.5,0.4488253876628533
medication,Video,5,frontopolar,6.0,0.2996952266350313
medication,Video,5,frontopolar,6.5,0.1153930093080895
medication,Video,5,frontopolar,7.0,0.3005673308854922
medication,Video,5,frontopolar,7.5,0.2023894018828777
medication,Video,5,frontopolar,8.0,0.2164164300955397
medication,Video,5,frontopolar,8.5,0.2491520488101433
medication,Video,5,frontopolar,9.0,0.3129935734344454
medication,Video,5,frontopolar,9.5,0.1348190710723005
medication,Video,5,frontopolar,10.0,0.0768734690647819
medication,Video,5,frontopolar,10.5,0.1015272313968725
medication,Video,5,frontopolar,11.0,0.0806856455374904
medication,Video,5,frontopolar,11.5,0.0528420524426238
medication,Video,5,frontopolar,12.0,0.081169472884282
medication,Video,5,frontopolar,12.5,0.1031672633402749
medication,Video,5,frontopolar,13.0,0.0989268698663444
medication,Video,5,frontopolar,13.5,0.0856278389313648
medication,Video,5,frontopolar,14.0,0.0740525706965459
medication,Video,5,frontopolar,14.5,0.1326922683504666
medication,Video,5,frontopolar,15.0,0.1255958698537225
medication,Video,5,frontopolar,15.5,0.1053218879811665
medication,Video,5,frontopolar,16.0,0.1182385830732155
medication,Video,5,frontopolar,16.5,0.1080618497036429
medication,Video,5,frontopolar,17.0,0.1676369703901138
medication,Video,5,frontopolar,17.5,0.157719068611129
medication,Video,5,frontopolar,18.0,0.0644345210623702
medication,Video,5,frontopolar,18.5,0.1322573703689615
medication,Video,5,frontopolar,19.0,0.0495045706605953
medication,Video,5,frontopolar,19.5,0.1066122059363302
medication,Video,5,frontopolar,20.0,0.1388206677745055
medication,Video,5,frontopolar,20.5,0.0929257593427462
medication,Video,5,frontopolar,21.0,0.1436742769099591
medication,Video,5,frontopolar,21.5,0.1058570596695557
medication,Video,5,frontopolar,22.0,0.1224562328612207
medication,Video,5,frontopolar,22.5,0.1544490646083772
medication,Video,5,frontopolar,23.0,0.1358781252887751
medication,Video,5,frontopolar,23.5,0.121963523271372
medication,Video,5,frontopolar,24.0,0.0934542405936119
medication,Video,5,frontopolar,24.5,0.1118873357270744
medication,Video,5,frontopolar,25.0,0.1207761614325723
medication,Video,5,frontopolar,25.5,0.1800580157584441
medication,Video,5,frontopolar,26.0,0.2358729350760209
medication,Video,5,frontopolar,26.5,0.105270406241021
medication,Video,5,frontopolar,27.0,0.1119846625549202
medication,Video,5,frontopolar,27.5,0.1332799811157522
medication,Video,5,frontopolar,28.0,0.0556568546523554
medication,Video,5,frontopolar,28.5,0.0769195098102517
medication,Video,5,frontopolar,29.0,0.1649406667292972
medication,Video,5,frontopolar,29.5,0.1433649174558292
medication,Video,5,frontopolar,30.0,0.1251698761159847
medication,Video,5,frontopolar,30.5,0.0560813067708564
medication,Video,5,frontopolar,31.0,0.0909343682865975
medication,Video,5,frontopolar,31.5,0.100688148129996
medication,Video,5,frontopolar,32.0,0.0751295176655697
medication,Video,5,frontopolar,32.5,0.0959333872095201
medication,Video,5,frontopolar,33.0,0.0435159338318398
medication,Video,5,frontopolar,33.5,0.0773051680564162
medication,Video,5,frontopolar,34.0,0.0683963241422981
medication,Video,5,frontopolar,34.5,0.0296951719106018
medication,Video,5,frontopolar,35.0,0.0469493459979945
medication,Video,5,frontopolar,35.5,0.0482511518250285
medication,Video,5,frontopolar,36.0,0.0388902006809578
medication,Video,5,frontopolar,36.5,0.0280213265586813
medication,Video,5,frontopolar,37.0,0.0204730858470324
medication,Video,5,frontopolar,37.5,0.0211916376697338
medication,Video,5,frontopolar,38.0,0.0119458492394434
medication,Video,5,frontopolar,38.5,0.0248214017473817
medication,Video,5,frontopolar,39.0,0.0115313408260067
medication,Video,5,frontopolar,39.5,0.011171370913141
medication,Video,5,frontopolar,40.0,0.0090074303271068
medication,Video,6,frontopolar,0.5,0.1532678135642387
medication,Video,6,frontopolar,1.0,2.013262453762761
medication,Video,6,frontopolar,1.5,2.4746768329826674
medication,Video,6,frontopolar,2.0,4.750919396932988
medication,Video,6,frontopolar,2.5,3.6534674567317342
medication,Video,6,frontopolar,3.0,4.042450192423695
medication,Video,6,frontopolar,3.5,2.918565351434212
medication,Video,6,frontopolar,4.0,1.4796385766835611
medication,Video,6,frontopolar,4.5,1.1492568864146202
medication,Video,6,frontopolar,5.0,1.2294221162489225
medication,Video,6,frontopolar,5.5,0.6811548346664389
medication,Video,6,frontopolar,6.0,0.3511841344232723
medication,Video,6,frontopolar,6.5,0.397159746759605
medication,Video,6,frontopolar,7.0,0.3264414500495692
medication,Video,6,frontopolar,7.5,0.0739936881239068
medication,Video,6,frontopolar,8.0,0.1165627366376103
medication,Video,6,frontopolar,8.5,0.0839524589196153
medication,Video,6,frontopolar,9.0,0.172888339833646
medication,Video,6,frontopolar,9.5,0.1751844603743355
medication,Video,6,frontopolar,10.0,0.0942376400251513
medication,Video,6,frontopolar,10.5,0.073953577001351
medication,Video,6,frontopolar,11.0,0.0618858096175056
medication,Video,6,frontopolar,11.5,0.0737118388197864
medication,Video,6,frontopolar,12.0,0.0986542377063638
medication,Video,6,frontopolar,12.5,0.0371413279672776
medication,Video,6,frontopolar,13.0,0.0609867791544032
medication,Video,6,frontopolar,13.5,0.0526112429679131
medication,Video,6,frontopolar,14.0,0.0533314948084303
medication,Video,6,frontopolar,14.5,0.0434078811684671
medication,Video,6,frontopolar,15.0,0.044324008057507
medication,Video,6,frontopolar,15.5,0.035342594717617
medication,Video,6,frontopolar,16.0,0.0206783780990311
medication,Video,6,frontopolar,16.5,0.0519414867570261
medication,Video,6,frontopolar,17.0,0.0456416812941125
medication,Video,6,frontopolar,17.5,0.0362263289876781
medication,Video,6,frontopolar,18.0,0.0664984247765557
medication,Video,6,frontopolar,18.5,0.0903063208235667
medication,Video,6,frontopolar,19.0,0.0721011485891439
medication,Video,6,frontopolar,19.5,0.045572783676337
medication,Video,6,frontopolar,20.0,0.0887459686614334
medication,Video,6,frontopolar,20.5,0.1545300639510593
medication,Video,6,frontopolar,21.0,0.1183704899927774
medication,Video,6,frontopolar,21.5,0.1423537064366628
medication,Video,6,frontopolar,22.0,0.1600692835164736
medication,Video,6,frontopolar,22.5,0.1027788054868894
medication,Video,6,frontopolar,23.0,0.1143625638882453
medication,Video,6,frontopolar,23.5,0.129704566051166
medication,Video,6,frontopolar,24.0,0.0995085648328872
medication,Video,6,frontopolar,24.5,0.1196116127280885
medication,Video,6,frontopolar,25.0,0.0644899622906102
medication,Video,6,frontopolar,25.5,0.1108971476589567
medication,Video,6,frontopolar,26.0,0.1919634784430689
medication,Video,6,frontopolar,26.5,0.1340240013420728
medication,Video,6,frontopolar,27.0,0.0426033954802941
medication,Video,6,frontopolar,27.5,0.0272598404238401
medication,Video,6,frontopolar,28.0,0.0654034279189739
medication,Video,6,frontopolar,28.5,0.0907693473333237
medication,Video,6,frontopolar,29.0,0.0818480484496726
medication,Video,6,frontopolar,29.5,0.0632575965444836
medication,Video,6,frontopolar,30.0,0.0785851785590415
medication,Video,6,frontopolar,30.5,0.0539359496705764
medication,Video,6,frontopolar,31.0,0.04458204216474
medication,Video,6,frontopolar,31.5,0.0365545982583503
medication,Video,6,frontopolar,32.0,0.0341417058797511
medication,Video,6,frontopolar,32.5,0.0275126923827143
medication,Video,6,frontopolar,33.0,0.0273216449434604
medication,Video,6,frontopolar,33.5,0.0293043555158301
medication,Video,6,frontopolar,34.0,0.0147397297701864
medication,Video,6,frontopolar,34.5,0.0191861362479177
medication,Video,6,frontopolar,35.0,0.0187463505228097
medication,Video,6,frontopolar,35.5,0.0154661647763211
medication,Video,6,frontopolar,36.0,0.0187557737109514
medication,Video,6,frontopolar,36.5,0.012009547966761
medication,Video,6,frontopolar,37.0,0.0120311168006897
medication,Video,6,frontopolar,37.5,0.0173672996581585
medication,Video,6,frontopolar,38.0,0.011426611599236
medication,Video,6,frontopolar,38.5,0.0039945468517248
medication,Video,6,frontopolar,39.0,0.0055784590363003
medication,Video,6,frontopolar,39.5,0.0044553548082765
medication,Video,6,frontopolar,40.0,0.0049143505034311
medication,Video,7,frontopolar,0.5,0.1109487134670994
medication,Video,7,frontopolar,1.0,1.5141280962612345
medication,Video,7,frontopolar,1.5,3.480560112689447
medication,Video,7,frontopolar,2.0,2.675806235238015
medication,Video,7,frontopolar,2.5,1.8557336834428688
medication,Video,7,frontopolar,3.0,1.37902902948362
medication,Video,7,frontopolar,3.5,2.021543585621401
medication,Video,7,frontopolar,4.0,0.9624171462940384
medication,Video,7,frontopolar,4.5,0.6337763278639016
medication,Video,7,frontopolar,5.0,0.6906528118698745
medication,Video,7,frontopolar,5.5,0.5678641332915413
medication,Video,7,frontopolar,6.0,0.6038624226142215
medication,Video,7,frontopolar,6.5,0.4212156120702828
medication,Video,7,frontopolar,7.0,0.1874668910560717
medication,Video,7,frontopolar,7.5,0.1750465054265703
medication,Video,7,frontopolar,8.0,0.176787137086274
medication,Video,7,frontopolar,8.5,0.094176107549329
medication,Video,7,frontopolar,9.0,0.1092283096586593
medication,Video,7,frontopolar,9.5,0.0450137211688222
medication,Video,7,frontopolar,10.0,0.056239270449779
medication,Video,7,frontopolar,10.5,0.0805453915655838
medication,Video,7,frontopolar,11.0,0.0573159104827693
medication,Video,7,frontopolar,11.5,0.0675400937310649
medication,Video,7,frontopolar,12.0,0.0557082178471058
medication,Video,7,frontopolar,12.5,0.0554524974160747
medication,Video,7,frontopolar,13.0,0.0153145806868588
medication,Video,7,frontopolar,13.5,0.0271250082980592
medication,Video,7,frontopolar,14.0,0.0389623635590966
medication,Video,7,frontopolar,14.5,0.0400411787586675
medication,Video,7,frontopolar,15.0,0.0471370356997956
medication,Video,7,frontopolar,15.5,0.0587296444497932
medication,Video,7,frontopolar,16.0,0.0672941238333619
medication,Video,7,frontopolar,16.5,0.0387767881309899
medication,Video,7,frontopolar,17.0,0.0426065649873686
medication,Video,7,frontopolar,17.5,0.0383527428030288
medication,Video,7,frontopolar,18.0,0.036494353586018
medication,Video,7,frontopolar,18.5,0.0160934438071882
medication,Video,7,frontopolar,19.0,0.0369544395955021
medication,Video,7,frontopolar,19.5,0.0395738501489186
medication,Video,7,frontopolar,20.0,0.0256292624051091
medication,Video,7,frontopolar,20.5,0.0127472602634442
medication,Video,7,frontopolar,21.0,0.0119338425774993
medication,Video,7,frontopolar,21.5,0.0247029958976906
medication,Video,7,frontopolar,22.0,0.0244605034962859
medication,Video,7,frontopolar,22.5,0.0214024436141454
medication,Video,7,frontopolar,23.0,0.0326298364914696
medication,Video,7,frontopolar,23.5,0.0217091752128138
medication,Video,7,frontopolar,24.0,0.0082505939266252
medication,Video,7,frontopolar,24.5,0.0224174575490349
medication,Video,7,frontopolar,25.0,0.0324794926716763
medication,Video,7,frontopolar,25.5,0.0345791900538767
medication,Video,7,frontopolar,26.0,0.0367597954613355
medication,Video,7,frontopolar,26.5,0.016185922003039
medication,Video,7,frontopolar,27.0,0.0151700401301913
medication,Video,7,frontopolar,27.5,0.0181851260545993
medication,Video,7,frontopolar,28.0,0.0145390457049963
medication,Video,7,frontopolar,28.5,0.0232879935906645
medication,Video,7,frontopolar,29.0,0.0145360337769072
medication,Video,7,frontopolar,29.5,0.0072599538617223
medication,Video,7,frontopolar,30.0,0.0125835280098426
medication,Video,7,frontopolar,30.5,0.0157816798687993
medication,Video,7,frontopolar,31.0,0.0067811206372457
medication,Video,7,frontopolar,31.5,0.0058401951837706
medication,Video,7,frontopolar,32.0,0.0035276102170588
medication,Video,7,frontopolar,32.5,0.0044746884474858
medication,Video,7,frontopolar,33.0,0.0070851435872883
medication,Video,7,frontopolar,33.5,0.008370069922296
medication,Video,7,frontopolar,34.0,0.0080405335324037
medication,Video,7,frontopolar,34.5,0.0040001471346959
medication,Video,7,frontopolar,35.0,0.0027980348164083
medication,Video,7,frontopolar,35.5,0.0034946069337483
medication,Video,7,frontopolar,36.0,0.003888095886196
medication,Video,7,frontopolar,36.5,0.0046874101496816
medication,Video,7,frontopolar,37.0,0.0037998968212558
medication,Video,7,frontopolar,37.5,0.001600220752519
medication,Video,7,frontopolar,38.0,0.0023875179865906
medication,Video,7,frontopolar,38.5,0.0013254297182598
medication,Video,7,frontopolar,39.0,0.0011800987303291
medication,Video,7,frontopolar,39.5,0.0007483183875953
medication,Video,7,frontopolar,40.0,0.000497933084685
medication,Video,1,lateral_frontal,0.5,0.847968985897894
medication,Video,1,lateral_frontal,1.0,20.86324594445602
medication,Video,1,lateral_frontal,1.5,52.738728597672
medication,Video,1,lateral_frontal,2.0,37.74050638206906
medication,Video,1,lateral_frontal,2.5,25.97961496916263
medication,Video,1,lateral_frontal,3.0,23.025497123463804
medication,Video,1,lateral_frontal,3.5,18.19466639477792
medication,Video,1,lateral_frontal,4.0,11.51482192515052
medication,Video,1,lateral_frontal,4.5,9.406581047578577
medication,Video,1,lateral_frontal,5.0,7.879067185418933
medication,Video,1,lateral_frontal,5.5,4.185932691058427
medication,Video,1,lateral_frontal,6.0,2.588959717247535
medication,Video,1,lateral_frontal,6.5,3.261355251441723
medication,Video,1,lateral_frontal,7.0,3.220375372013605
medication,Video,1,lateral_frontal,7.5,1.8911825809385947
medication,Video,1,lateral_frontal,8.0,2.651144343954252
medication,Video,1,lateral_frontal,8.5,2.152250142637464
medication,Video,1,lateral_frontal,9.0,1.0341275828767755
medication,Video,1,lateral_frontal,9.5,0.6847387039335424
medication,Video,1,lateral_frontal,10.0,0.7462737794551395
medication,Video,1,lateral_frontal,10.5,0.8253732738141305
medication,Video,1,lateral_frontal,11.0,0.8274689022980861
medication,Video,1,lateral_frontal,11.5,0.7100652100057285
medication,Video,1,lateral_frontal,12.0,0.5151739381068492
medication,Video,1,lateral_frontal,12.5,0.7041528569442749
medication,Video,1,lateral_frontal,13.0,0.5337365265310654
medication,Video,1,lateral_frontal,13.5,0.6657798452907948
medication,Video,1,lateral_frontal,14.0,0.6984626529740328
medication,Video,1,lateral_frontal,14.5,0.4118501599800648
medication,Video,1,lateral_frontal,15.0,0.4737123570351824
medication,Video,1,lateral_frontal,15.5,0.7399652138658034
medication,Video,1,lateral_frontal,16.0,0.9723884710663748
medication,Video,1,lateral_frontal,16.5,0.5500175473904514
medication,Video,1,lateral_frontal,17.0,0.4531441182295957
medication,Video,1,lateral_frontal,17.5,0.2877809346219055
medication,Video,1,lateral_frontal,18.0,0.6610720986657275
medication,Video,1,lateral_frontal,18.5,0.4718731916887388
medication,Video,1,lateral_frontal,19.0,0.6179773660587446
medication,Video,1,lateral_frontal,19.5,0.8370025408193232
medication,Video,1,lateral_frontal,20.0,0.9547227252283552
medication,Video,1,lateral_frontal,20.5,0.7379446294097702
medication,Video,1,lateral_frontal,21.0,0.6370814577485906
medication,Video,1,lateral_frontal,21.5,0.652130569562019
medication,Video,1,lateral_frontal,22.0,1.5100884467699234
medication,Video,1,lateral_frontal,22.5,0.8454418678119651
medication,Video,1,lateral_frontal,23.0,1.2820516366360812
medication,Video,1,lateral_frontal,23.5,1.787288643439522
medication,Video,1,lateral_frontal,24.0,0.7372774036085848
medication,Video,1,lateral_frontal,24.5,0.6520346078813981
medication,Video,1,lateral_frontal,25.0,0.6259198525853586
medication,Video,1,lateral_frontal,25.5,0.7729799593492174
medication,Video,1,lateral_frontal,26.0,0.6758856111527785
medication,Video,1,lateral_frontal,26.5,0.5421552515256314
medication,Video,1,lateral_frontal,27.0,0.5919181681236478
medication,Video,1,lateral_frontal,27.5,0.3771797631799332
medication,Video,1,lateral_frontal,28.0,0.3082089946744397
medication,Video,1,lateral_frontal,28.5,0.3640788442489925
medication,Video,1,lateral_frontal,29.0,0.6155417603880524
medication,Video,1,lateral_frontal,29.5,0.4249231087437997
medication,Video,1,lateral_frontal,30.0,0.6020275900726175
medication,Video,1,lateral_frontal,30.5,0.5924840217959786
medication,Video,1,lateral_frontal,31.0,0.1866602250282322
medication,Video,1,lateral_frontal,31.5,0.2461347357371675
medication,Video,1,lateral_frontal,32.0,0.3151342299344208
medication,Video,1,lateral_frontal,32.5,0.3878078373737806
medication,Video,1,lateral_frontal,33.0,0.3617403556349592
medication,Video,1,lateral_frontal,33.5,0.1909950442914735
medication,Video,1,lateral_frontal,34.0,0.4872686695144708
medication,Video,1,lateral_frontal,34.5,0.4544949656811465
medication,Video,1,lateral_frontal,35.0,0.2415429978615297
medication,Video,1,lateral_frontal,35.5,0.2879614484419546
medication,Video,1,lateral_frontal,36.0,0.3038802666916298
medication,Video,1,lateral_frontal,36.5,0.1755752489387181
medication,Video,1,lateral_frontal,37.0,0.0958461277899608
medication,Video,1,lateral_frontal,37.5,0.1033142402185946
medication,Video,1,lateral_frontal,38.0,0.0778877269806293
medication,Video,1,lateral_frontal,38.5,0.0475445342951674
medication,Video,1,lateral_frontal,39.0,0.0390409980976462
medication,Video,1,lateral_frontal,39.5,0.0433959532771652
medication,Video,1,lateral_frontal,40.0,0.0222536947703647
medication,Video,2,lateral_frontal,0.5,0.928978653847256
medication,Video,2,lateral_frontal,1.0,12.658582197019506
medication,Video,2,lateral_frontal,1.5,43.66957676729221
medication,Video,2,lateral_frontal,2.0,24.941154354214333
medication,Video,2,lateral_frontal,2.5,6.003811857532739
medication,Video,2,lateral_frontal,3.0,17.310560347935862
medication,Video,2,lateral_frontal,3.5,15.588488265127047
medication,Video,2,lateral_frontal,4.0,5.814540183226862
medication,Video,2,lateral_frontal,4.5,4.092163040392791
medication,Video,2,lateral_frontal,5.0,4.891657966067569
medication,Video,2,lateral_frontal,5.5,2.450930923117452
medication,Video,2,lateral_frontal,6.0,1.1690705976728837
medication,Video,2,lateral_frontal,6.5,2.295785835837002
medication,Video,2,lateral_frontal,7.0,0.8367843414223811
medication,Video,2,lateral_frontal,7.5,1.033730406698171
medication,Video,2,lateral_frontal,8.0,1.283740305848072
medication,Video,2,lateral_frontal,8.5,1.5870322610247425
medication,Video,2,lateral_frontal,9.0,1.0034658984860128
medication,Video,2,lateral_frontal,9.5,0.8447602163757766
medication,Video,2,lateral_frontal,10.0,0.7969132861073494
medication,Video,2,lateral_frontal,10.5,0.4878115972844183
medication,Video,2,lateral_frontal,11.0,0.5409520086549331
medication,Video,2,lateral_frontal,11.5,0.3935756010692887
medication,Video,2,lateral_frontal,12.0,0.4870879141584201
medication,Video,2,lateral_frontal,12.5,0.4663516426910808
medication,Video,2,lateral_frontal,13.0,0.5127991916923245
medication,Video,2,lateral_frontal,13.5,0.5442069202225785
medication,Video,2,lateral_frontal,14.0,0.3683177854744663
medication,Video,2,lateral_frontal,14.5,0.5433231902141831
medication,Video,2,lateral_frontal,15.0,0.5239408988351077
medication,Video,2,lateral_frontal,15.5,0.2539431667567208
medication,Video,2,lateral_frontal,16.0,0.3181996655959741
medication,Video,2,lateral_frontal,16.5,0.2834347762019455
medication,Video,2,lateral_frontal,17.0,0.3027139492179404
medication,Video,2,lateral_frontal,17.5,0.179614309893227
medication,Video,2,lateral_frontal,18.0,0.2535580599110091
medication,Video,2,lateral_frontal,18.5,0.3256560245165161
medication,Video,2,lateral_frontal,19.0,0.2887576858108706
medication,Video,2,lateral_frontal,19.5,0.3381244312825178
medication,Video,2,lateral_frontal,20.0,0.2799798011255827
medication,Video,2,lateral_frontal,20.5,0.2169654152661093
medication,Video,2,lateral_frontal,21.0,0.248693830159365
medication,Video,2,lateral_frontal,21.5,0.4446156526577421
medication,Video,2,lateral_frontal,22.0,0.4349670034621181
medication,Video,2,lateral_frontal,22.5,0.2953690783283618
medication,Video,2,lateral_frontal,23.0,0.3717416311549759
medication,Video,2,lateral_frontal,23.5,0.662476400026182
medication,Video,2,lateral_frontal,24.0,0.4965477431193809
medication,Video,2,lateral_frontal,24.5,0.448551964826697
medication,Video,2,lateral_frontal,25.0,0.5096902391241571
medication,Video,2,lateral_frontal,25.5,0.431479671876352
medication,Video,2,lateral_frontal,26.0,0.309883457992486
medication,Video,2,lateral_frontal,26.5,0.2456972661521416
medication,Video,2,lateral_frontal,27.0,0.291158675532794
medication,Video,2,lateral_frontal,27.5,0.1986436697265962
medication,Video,2,lateral_frontal,28.0,0.2309469162176699
medication,Video,2,lateral_frontal,28.5,0.2050111983379063
medication,Video,2,lateral_frontal,29.0,0.2028941903705626
medication,Video,2,lateral_frontal,29.5,0.1552930167115158
medication,Video,2,lateral_frontal,30.0,0.2018563016293964
medication,Video,2,lateral_frontal,30.5,0.2227864465845608
medication,Video,2,lateral_frontal,31.0,0.2433545102779154
medication,Video,2,lateral_frontal,31.5,0.4029506466707646
medication,Video,2,lateral_frontal,32.0,0.2687413563571253
medication,Video,2,lateral_frontal,32.5,0.1613175970116266
medication,Video,2,lateral_frontal,33.0,0.1336394175546057
medication,Video,2,lateral_frontal,33.5,0.1660793236024846
medication,Video,2,lateral_frontal,34.0,0.1431058551831692
medication,Video,2,lateral_frontal,34.5,0.0941562900303957
medication,Video,2,lateral_frontal,35.0,0.0673206703884532
medication,Video,2,lateral_frontal,35.5,0.054066571139905
medication,Video,2,lateral_frontal,36.0,0.0670266104478916
medication,Video,2,lateral_frontal,36.5,0.071289472360105
medication,Video,2,lateral_frontal,37.0,0.0731259559044849
medication,Video,2,lateral_frontal,37.5,0.056489028683623
medication,Video,2,lateral_frontal,38.0,0.0405041782964017
medication,Video,2,lateral_frontal,38.5,0.0224756272523336
medication,Video,2,lateral_frontal,39.0,0.0161753682597655
medication,Video,2,lateral_frontal,39.5,0.0184823623786312
medication,Video,2,lateral_frontal,40.0,0.0218208178497124
medication,Video,3,lateral_frontal,0.5,0.0467844913371987
medication,Video,3,lateral_frontal,1.0,2.418768464385048
medication,Video,3,lateral_frontal,1.5,19.245133757329697
medication,Video,3,lateral_frontal,2.0,10.965602788649178
medication,Video,3,lateral_frontal,2.5,2.4133579280700683
medication,Video,3,lateral_frontal,3.0,9.04272192085455
medication,Video,3,lateral_frontal,3.5,10.22610306448514
medication,Video,3,lateral_frontal,4.0,0.6306969191915338
medication,Video,3,lateral_frontal,4.5,1.39878118160861
medication,Video,3,lateral_frontal,5.0,2.934030887429282
medication,Video,3,lateral_frontal,5.5,1.0056215916191344
medication,Video,3,lateral_frontal,6.0,0.7680781462285641
medication,Video,3,lateral_frontal,6.5,1.1529333755190418
medication,Video,3,lateral_frontal,7.0,0.6659995925991247
medication,Video,3,lateral_frontal,7.5,0.3360614577459539
medication,Video,3,lateral_frontal,8.0,0.9201320302988584
medication,Video,3,lateral_frontal,8.5,0.8384529001738927
medication,Video,3,lateral_frontal,9.0,0.3745693936216935
medication,Video,3,lateral_frontal,9.5,0.3534112968037127
medication,Video,3,lateral_frontal,10.0,0.4223184771021799
medication,Video,3,lateral_frontal,10.5,0.180280830161215
medication,Video,3,lateral_frontal,11.0,0.3167666047128418
medication,Video,3,lateral_frontal,11.5,0.5240405606182297
medication,Video,3,lateral_frontal,12.0,0.3634350251163912
medication,Video,3,lateral_frontal,12.5,0.2916033640271436
medication,Video,3,lateral_frontal,13.0,0.2660226408379086
medication,Video,3,lateral_frontal,13.5,0.2730851434145065
medication,Video,3,lateral_frontal,14.0,0.2112835883649269
medication,Video,3,lateral_frontal,14.5,0.2488564409833302
medication,Video,3,lateral_frontal,15.0,0.1984076694787183
medication,Video,3,lateral_frontal,15.5,0.1758040667964534
medication,Video,3,lateral_frontal,16.0,0.2121640079735259
medication,Video,3,lateral_frontal,16.5,0.2546864116228126
medication,Video,3,lateral_frontal,17.0,0.2047777737265569
medication,Video,3,lateral_frontal,17.5,0.2308109541603367
medication,Video,3,lateral_frontal,18.0,0.2885145834765252
medication,Video,3,lateral_frontal,18.5,0.2634566656981852
medication,Video,3,lateral_frontal,19.0,0.3967726739651723
medication,Video,3,lateral_frontal,19.5,0.3063034500210801
medication,Video,3,lateral_frontal,20.0,0.2053359488675624
medication,Video,3,lateral_frontal,20.5,0.1767185241231616
medication,Video,3,lateral_frontal,21.0,0.3107932951130348
medication,Video,3,lateral_frontal,21.5,0.3549029900482414
medication,Video,3,lateral_frontal,22.0,0.2118501702397281
medication,Video,3,lateral_frontal,22.5,0.2902663456009441
medication,Video,3,lateral_frontal,23.0,0.1833208221778862
medication,Video,3,lateral_frontal,23.5,0.2030602175861712
medication,Video,3,lateral_frontal,24.0,0.2836007570344193
medication,Video,3,lateral_frontal,24.5,0.3946014024094718
medication,Video,3,lateral_frontal,25.0,0.3782207173084739
medication,Video,3,lateral_frontal,25.5,0.2527294359284515
medication,Video,3,lateral_frontal,26.0,0.3325211879713336
medication,Video,3,lateral_frontal,26.5,0.4151972661589156
medication,Video,3,lateral_frontal,27.0,0.3326692556947792
medication,Video,3,lateral_frontal,27.5,0.3443261017777785
medication,Video,3,lateral_frontal,28.0,0.2931123087167926
medication,Video,3,lateral_frontal,28.5,0.2370156836469864
medication,Video,3,lateral_frontal,29.0,0.3544842253463797
medication,Video,3,lateral_frontal,29.5,0.2830229357897628
medication,Video,3,lateral_frontal,30.0,0.2116989191284861
medication,Video,3,lateral_frontal,30.5,0.1547075330423785
medication,Video,3,lateral_frontal,31.0,0.1619630963111513
medication,Video,3,lateral_frontal,31.5,0.2213217412764498
medication,Video,3,lateral_frontal,32.0,0.1960487384217392
medication,Video,3,lateral_frontal,32.5,0.1563725559991348
medication,Video,3,lateral_frontal,33.0,0.0988171540753641
medication,Video,3,lateral_frontal,33.5,0.0812500415139116
medication,Video,3,lateral_frontal,34.0,0.1214774278043686
medication,Video,3,lateral_frontal,34.5,0.0888982923916616
medication,Video,3,lateral_frontal,35.0,0.0594047519875074
medication,Video,3,lateral_frontal,35.5,0.1062996538375513
medication,Video,3,lateral_frontal,36.0,0.0798803914187797
medication,Video,3,lateral_frontal,36.5,0.0374003092531293
medication,Video,3,lateral_frontal,37.0,0.0523043493460889
medication,Video,3,lateral_frontal,37.5,0.0482377179123127
medication,Video,3,lateral_frontal,38.0,0.0393391072206328
medication,Video,3,lateral_frontal,38.5,0.0279405094058084
medication,Video,3,lateral_frontal,39.0,0.0212891544837768
medication,Video,3,lateral_frontal,39.5,0.0122914853063206
medication,Video,3,lateral_frontal,40.0,0.0085136346602526
medication,Video,4,lateral_frontal,0.5,0.1345310086318942
medication,Video,4,lateral_frontal,1.0,4.233278770097753
medication,Video,4,lateral_frontal,1.5,24.559398483677636
medication,Video,4,lateral_frontal,2.0,15.254131271606369
medication,Video,4,lateral_frontal,2.5,5.603952519147477
medication,Video,4,lateral_frontal,3.0,5.626202394035182
medication,Video,4,lateral_frontal,3.5,9.810137174640351
medication,Video,4,lateral_frontal,4.0,5.845233693252446
medication,Video,4,lateral_frontal,4.5,1.231501276806629
medication,Video,4,lateral_frontal,5.0,1.8652287053086671
medication,Video,4,lateral_frontal,5.5,2.7509744740477275
medication,Video,4,lateral_frontal,6.0,1.368409697861309
medication,Video,4,lateral_frontal,6.5,1.149990669348227
medication,Video,4,lateral_frontal,7.0,2.161746795289344
medication,Video,4,lateral_frontal,7.5,1.367703061523045
medication,Video,4,lateral_frontal,8.0,0.3826177479714796
medication,Video,4,lateral_frontal,8.5,0.4913724027464884
medication,Video,4,lateral_frontal,9.0,1.070337742963814
medication,Video,4,lateral_frontal,9.5,0.6625165488994482
medication,Video,4,lateral_frontal,10.0,0.5421949957215726
medication,Video,4,lateral_frontal,10.5,0.3611983085754741
medication,Video,4,lateral_frontal,11.0,0.3027885828144892
medication,Video,4,lateral_frontal,11.5,0.2766149967625474
medication,Video,4,lateral_frontal,12.0,0.2364206235433304
medication,Video,4,lateral_frontal,12.5,0.4213239005083029
medication,Video,4,lateral_frontal,13.0,0.4285630056715886
medication,Video,4,lateral_frontal,13.5,0.2673261684707197
medication,Video,4,lateral_frontal,14.0,0.4071275583300331
medication,Video,4,lateral_frontal,14.5,0.2451301395670677
medication,Video,4,lateral_frontal,15.0,0.1785455924857185
